timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1014549642431,7,19,3,4,3,0,-4,-6
1014549664891,2,-11,4,3,4,1,-4,-7
1014549664891,-4,-8,0,0,3,-1,-5,-7
1014549666401,-7,-21,-6,-1,4,-2,-3,-5
1014549666401,6,7,3,1,3,-1,-2,-4
1014549677112,1,1,-2,0,1,0,-5,-4
1014549677112,9,13,4,1,4,-1,-1,-1
1014549685993,-4,-16,-1,1,3,0,-3,-4
1014549685993,-2,-12,-2,-1,1,0,-4,-5
1014549700911,2,13,1,-1,5,0,-3,-2
1014549700911,3,1,3,1,4,-1,-2,-5
1014549702537,7,13,1,0,4,-1,-1,-2
1014549702537,0,-5,3,2,4,-2,-2,-4
1014549730877,3,-1,-1,-1,2,-2,-2,-2
1014549730877,4,-3,-3,-1,3,-2,-1,-1
1014549732462,-1,-4,1,-1,2,-1,-2,-1
1014549732462,3,9,0,-2,3,-1,1,-1
1014549737048,-1,4,-1,-3,0,-1,0,1
1014549737048,-1,-11,-3,-4,1,-1,0,0
1014549746018,6,13,-1,-2,-1,-1,1,2
1014549746018,-8,-19,-3,-4,-1,-1,0,3
1014549761011,-2,-1,0,0,-1,-2,2,3
1014549761011,-9,-25,-4,-3,-3,-2,2,3
1014549762545,-1,8,0,-3,-2,-4,0,1
1014549762545,4,7,0,-1,-2,-2,1,4
1014549783501,-1,-5,-4,-6,-2,-1,2,3
1014549783501,2,19,2,0,-5,-1,1,4
1014549784967,-8,-17,-4,-3,-4,0,2,2
1014549784967,7,8,3,0,-3,-1,1,3
1014549797834,-1,3,-2,-3,-5,0,0,1
1014549797834,-6,-19,-5,-3,-3,-1,0,1
1014549804709,1,6,0,0,-3,2,0,2
1014549804709,3,6,0,-2,-3,1,0,1
1014549821014,-1,-1,-2,1,-1,-1,0,2
1014549821014,3,15,1,0,0,-1,1,2
1014549822586,1,-8,0,-2,-2,0,-1,-1
1014549822586,-1,-2,-3,0,-2,1,-1,0
1014549843485,2,1,-1,0,-1,0,0,-2
1014549843485,-4,-3,-1,1,-1,-1,0,-1
1014549845007,-2,2,1,1,-1,-1,0,-1
1014549845007,1,3,-1,2,0,-2,-2,-1
1014549857857,-1,-6,-1,0,0,0,-1,-1
1014549857857,3,3,0,-2,0,-1,-2,-1
1014549864685,2,2,5,2,1,-1,-2,-2
1014549864685,-6,-17,-3,-3,0,1,-2,-1
1014549881426,-1,5,4,2,1,0,0,-2
1014549881426,-1,-10,-1,1,0,0,-2,-2
1014549882943,3,4,-1,0,0,0,-3,-2
1014549882943,0,2,-2,0,1,-3,-2,-2
1014549903435,0,-3,1,-2,1,-1,0,-2
1014549903435,0,0,-1,-2,0,1,-2,-2
1014549904986,-2,-6,-4,-1,-1,0,1,-1
1014549904986,1,17,4,1,0,-1,-1,-2
1014549917694,0,-11,-2,0,-1,-1,-2,0
1014549917694,3,3,0,-1,2,0,2,0
1014549924704,-4,-9,-3,-5,-1,-1,1,0
1014549924704,-1,-2,-3,-2,-1,-1,0,1
1014549940993,1,6,0,-2,-1,-1,0,-1
1014549940993,1,2,0,1,-3,-1,0,0
1014549942576,-1,2,-3,-2,-2,-2,-1,0
1014549942576,3,5,-1,0,-1,-1,-1,1
1014549963393,-7,-13,-2,-2,-3,-1,-1,-1
1014549963393,-3,-7,0,0,-2,0,-1,-1
1014549965028,0,2,-2,-2,1,1,0,-1
1014549965028,0,1,1,1,-1,-1,-2,0
1014549986134,-1,3,-1,-1,1,-1,-2,-1
1014549986134,-1,-3,0,-1,-1,-1,-1,-1
1014549986658,-3,3,2,2,0,-1,-1,-2
1014549986658,2,-2,-1,-2,1,0,-3,-2
1014550000061,3,5,-1,3,2,-1,-3,-1
1014550000061,4,-1,1,2,1,1,-1,-3
1014550007880,-4,-3,2,-1,2,-1,-3,-3
1014550007880,3,8,0,-1,3,-1,0,-1
1014550022806,3,-6,0,-2,0,-1,-1,0
1014550022806,1,3,1,-1,0,-2,-2,-1
1014550023462,3,3,-1,-1,2,0,-3,0
1014550023462,-2,-7,-3,-3,0,-2,0,-2
1014550046103,1,8,1,-1,1,0,-1,0
1014550046103,0,-3,-3,-2,2,-1,0,1
1014550046641,-2,-3,1,1,0,0,0,-2
1014550046641,-1,-7,0,1,-1,-1,-2,-1
1014550060366,0,-7,-3,-1,-3,2,0,2
1014550060366,-2,-1,-2,-3,-3,-1,0,3
1014550060957,-2,0,-3,-1,-4,-3,1,4
1014550060957,0,9,0,-1,-4,-2,3,3
1014550082838,-7,-22,-5,-2,-4,-2,4,2
1014550082838,2,6,-1,-4,-4,-2,3,5
1014550083641,-10,-10,-4,-3,-5,-1,4,6
1014550083641,0,0,-4,-5,-7,0,4,4
1014550097039,-2,2,-1,-1,-5,-2,5,4
1014550097039,-3,2,1,-1,-7,-1,2,2
1014550105325,-1,0,-2,-1,-4,-1,3,5
1014550105325,-2,-3,2,-1,-6,1,0,1
1014550120209,-1,0,-2,0,-1,1,0,0
1014550120209,0,5,3,3,0,0,-2,-2
1014550121121,2,3,4,3,-2,0,-1,2
1014550121121,-5,-8,-6,-3,-5,-2,4,5
1014550142746,1,6,0,-3,-6,-1,3,4
1014550142746,-4,-4,-2,1,-1,1,0,-3
1014550143671,3,1,2,5,1,3,-6,-8
1014550143671,2,2,5,6,5,4,-11,-12
1014550157180,4,15,9,12,11,6,-16,-17
1014550157180,1,-4,12,16,15,4,-20,-23
1014550165334,3,-5,7,11,18,2,-21,-23
1014550165334,6,5,6,8,17,1,-16,-19
1014550180217,9,4,3,3,15,-4,-10,-12
1014550180217,6,4,-1,0,12,-6,-4,-5
1014550181171,8,4,0,-1,9,-5,-2,-4
1014550181171,3,-3,-3,-3,7,-4,0,0
1014550202813,4,1,-1,-5,6,-5,1,-1
1014550202813,-2,-7,-5,-6,3,-5,4,2
1014550203491,0,-3,-5,-7,0,-4,4,5
1014550203491,-1,-2,-4,-6,-3,-3,5,5
1014550217101,-2,1,-2,-8,-6,-4,5,7
1014550217101,0,9,-3,-7,-4,-2,5,7
1014550225215,-6,-11,-3,-6,-6,-3,7,8
1014550225215,-5,-5,-3,-5,-6,-3,4,7
1014550240291,-3,0,-3,-3,-6,-1,2,5
1014550240291,-2,6,-2,0,-6,-2,3,6
1014550241021,-5,-12,-2,-4,-6,0,2,2
1014550241021,0,4,1,1,-2,1,-1,2
1014550262820,-4,-3,0,2,0,1,-2,-3
1014550262820,2,3,2,2,2,3,-4,-3
1014550263450,4,8,2,2,1,1,-5,-4
1014550263450,-2,-7,3,0,2,-2,-4,-4
1014550277111,1,1,0,-1,2,-2,-2,-1
1014550277111,0,-4,-3,-4,1,-2,2,1
1014550285433,0,1,-4,-5,-3,-2,1,3
1014550285433,-3,-3,-3,-2,-1,-3,4,3
1014550300265,-2,0,-2,-3,-6,-2,2,5
1014550300265,-3,1,-2,-5,-7,-2,4,4
1014550301072,-7,-10,-4,-4,-5,-2,5,4
1014550301072,1,6,-2,-3,-7,-2,3,5
1014550322822,-2,1,2,2,-5,0,3,4
1014550322822,-2,-7,-2,-1,-5,0,1,2
1014550323484,2,9,0,-2,-3,1,1,2
1014550323484,1,-5,-4,-2,-4,0,3,3
1014550337176,-2,-6,-2,-3,-4,-1,2,1
1014550337176,-3,6,2,-1,-4,-1,1,0
1014550345342,-5,-14,-4,-1,-3,-1,1,3
1014550345342,-2,0,1,-1,-4,-1,2,0
1014550360181,-1,1,-3,0,-3,-1,1,1
1014550360181,-1,-6,-1,-2,-3,1,2,0
1014550361108,1,8,-1,-3,-3,-1,1,1
1014550361108,-1,-4,-1,2,-3,0,-2,0
1014550382766,1,10,1,0,-4,0,0,1
1014550382766,-1,-13,-3,-3,-3,1,-1,1
1014550383482,0,6,0,-2,-3,-1,0,-1
1014550383482,3,-2,1,0,-2,0,0,0
1014550406047,-1,2,1,0,-1,0,0,-1
1014550406047,-1,-7,-2,0,-1,0,1,-1
1014550406659,1,4,-1,0,-3,-1,-2,0
1014550406659,-5,-3,-2,-2,-2,0,-1,-1
1014550420337,-2,-5,-1,1,-1,-1,-2,-1
1014550420337,0,-1,-2,0,-4,1,0,1
1014550420997,1,8,-1,0,-2,1,0,0
1014550420997,-4,-14,-3,-3,-1,0,-3,-1
1014550442837,-2,-2,-2,-1,-2,0,2,2
1014550442837,-1,0,0,1,-3,-1,0,2
1014550443584,-1,1,-1,-1,-3,-1,0,0
1014550443584,1,6,-2,0,-4,0,2,1
