timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1014547141990,-9,0,1,0,-2,1,2,2
1014547150911,27,2,-1,1,-3,-1,0,-3
1014547150911,-54,-7,-3,-1,-1,-2,0,-3
1014547173341,15,0,-1,0,-4,1,-2,-2
1014547173341,-9,3,-1,1,-3,-1,-1,0
1014547174915,-6,-12,-1,0,-1,1,0,2
1014547174915,30,1,-2,-1,-1,-1,-1,3
1014547187068,-39,-5,-2,1,-3,1,0,-2
1014547187068,-1,3,-1,-1,0,0,-1,-2
1014547195985,2,-1,1,1,-1,1,1,1
1014547195985,18,-3,0,-2,-1,0,0,-1
1014547210941,-7,-2,-1,-1,0,0,-2,-2
1014547210941,23,0,-1,0,-1,2,1,2
1014547212447,-49,-1,-3,1,-3,-1,-2,-4
1014547212447,12,1,1,-1,-2,0,0,1
1014547233469,29,3,2,0,-1,0,0,-2
1014547233469,-46,-5,-3,1,-1,-1,-1,-1
1014547234998,-1,-4,-3,-3,-2,-3,-3,-7
1014547234998,2,8,-1,-1,-1,-1,-1,1
1014547246952,14,-5,1,0,0,0,1,-1
1014547246952,0,-5,-1,0,-1,-1,1,-1
1014547255939,15,4,2,1,1,0,0,3
1014547255939,17,-2,-2,0,-1,-1,-1,-2
1014547270865,7,4,-3,0,-1,1,1,2
1014547270865,-22,-4,-2,-2,-2,-2,-1,-4
1014547272405,-14,4,3,3,0,1,0,1
1014547272405,19,0,1,0,0,-2,-1,0
1014547293414,3,-1,-1,0,-1,-1,-1,0
1014547293414,18,3,-1,0,-2,0,1,2
1014547294934,-8,-5,-1,-1,-1,-2,-1,-1
1014547294934,7,-1,1,0,-2,0,-1,1
1014547307742,-10,-2,-4,-2,-2,0,-2,-3
1014547307742,-6,1,0,-3,-1,-2,-1,-2
1014547314526,31,6,0,-2,-1,0,0,2
1014547314526,-22,-4,0,2,-2,0,-1,-2
1014547330812,-22,-7,-1,-2,-2,-3,-1,-3
1014547330812,-7,0,-1,-1,0,0,0,1
1014547332394,25,-1,-2,-2,0,-1,-1,1
1014547332394,-9,4,-1,1,0,-1,-1,0
1014547353255,7,-7,0,0,0,-2,0,0
1014547353255,8,3,1,0,0,2,0,-2
1014547354843,-12,-4,0,-1,-1,0,0,0
1014547354843,-12,-1,-2,0,-1,0,-1,-2
1014547367581,14,4,2,0,1,0,-1,0
1014547367581,-23,-7,1,0,0,-1,-1,-3
1014547381907,4,1,-3,-1,-1,0,-1,1
1014547381907,15,2,1,-1,1,1,0,-3
1014547390738,-22,1,-1,-2,-2,0,-1,-1
1014547390738,31,-4,-1,0,0,-1,-1,-1
1014547392337,-9,2,-2,0,0,0,1,-2
1014547392337,-19,-6,-3,-1,0,-1,-2,-5
1014547413292,-15,0,0,0,0,0,0,3
1014547413292,13,1,-2,1,-1,0,-1,0
1014547414903,-1,3,1,-1,-1,0,-1,1
1014547414903,26,0,-1,-1,0,0,1,0
1014547427761,-20,-2,-2,-1,-2,-1,-2,-3
1014547427761,2,-1,-1,0,1,0,-1,1
1014547434561,8,3,0,0,-1,0,1,0
1014547434561,5,-3,0,-1,-1,-4,-2,0
1014547450943,14,1,-1,-1,-1,-2,0,0
1014547450943,-7,-3,-2,0,0,0,0,-1
1014547452430,-8,-7,-2,0,-1,-2,-3,-4
1014547452430,-4,3,0,0,0,-1,0,-1
1014547473455,0,3,-1,0,0,0,0,0
1014547473455,17,3,1,-2,1,0,0,1
1014547474918,-23,-10,-2,-2,-1,-1,-1,-6
1014547474918,2,0,-1,0,0,0,-1,0
1014547487801,-3,-4,0,-1,-2,-1,0,-4
1014547487801,6,1,0,1,-1,0,-1,-1
1014547494533,11,11,0,0,-1,-1,2,3
1014547494533,1,-6,1,-1,-1,0,-1,0
1014547511021,-5,0,-1,1,2,0,-1,2
1014547511021,-6,0,-1,-2,-3,-1,-3,-4
1014547512376,-1,1,-2,-2,0,0,0,-1
1014547512376,-9,0,-1,-1,0,-1,-1,-2
1014547533380,9,2,2,2,1,-2,1,1
1014547533380,-6,-1,-1,1,1,0,1,1
1014547534944,6,0,0,1,-2,-2,0,-1
1014547534944,-1,1,-1,-1,-1,-2,-1,-2
1014547546947,54,0,-2,1,0,1,1,0
1014547546947,-74,-10,-2,-2,0,0,-3,-11
1014547555977,23,1,1,0,0,2,1,3
1014547555977,-26,-2,0,2,0,1,1,-1
1014547570963,-32,-3,-1,-2,-1,-3,-1,-1
1014547570963,25,2,2,0,0,-3,-1,2
1014547572459,13,1,1,-2,-1,0,-2,1
1014547572459,-5,-1,-1,-1,0,0,0,1
1014547593399,-64,-4,-2,-2,-2,-2,-3,-5
1014547593399,5,-2,-2,1,1,3,1,-1
1014547594883,-1,-2,-1,1,0,-2,-1,-3
1014547594883,46,1,-2,0,0,0,0,3
1014547606966,-23,-1,1,1,3,20,1,1
1014547606966,15,-6,-1,-2,-4,-13,2,-4
1014547615922,39,0,-3,0,-1,-23,-20,-3
1014547615922,-18,5,1,0,-2,4,6,6
1014547630917,102,2,0,1,3,24,0,-3
1014547630917,-79,-14,-5,-4,-2,31,3,-14
1014547632433,46,-1,-2,-3,-8,-90,-12,3
1014547632433,-33,-4,-1,-2,-1,4,-5,-15
1014547653404,32,6,1,2,0,-11,1,12
1014547653404,66,18,6,8,14,14,2,19
1014547654890,-80,-18,-7,-6,-13,21,6,-18
1014547654890,-68,-4,1,2,2,10,0,-9
1014547667068,64,9,1,-1,-2,-4,7,16
1014547667068,-56,6,0,-1,2,-37,-6,-11
1014547675932,-2,-2,1,4,5,39,12,2
1014547675932,60,-18,-10,-8,-11,-40,-5,-14
1014547690961,-91,-17,-4,-1,1,-11,-19,-20
1014547690961,10,6,0,-4,-11,-14,7,11
1014547692425,64,22,8,5,9,16,8,30
1014547692425,7,-3,-1,1,2,14,-4,-16
1014547713338,-28,-3,-2,-4,1,5,3,0
1014547713338,7,-3,0,1,-1,-10,-4,-1
1014547714910,-44,0,1,0,0,21,0,-7
1014547714910,26,6,4,3,5,30,12,10
1014547726970,6,-3,-5,-6,-6,-8,-11,13
1014547726970,-98,-16,-4,0,-3,-17,-15,-1
1014547735999,80,-2,-4,1,3,23,5,1
1014547735999,-89,4,4,2,2,-14,-9,9
1014547750948,56,13,4,4,8,18,14,-2
1014547750948,12,-5,-3,-4,2,37,-13,7
1014547752445,-14,-10,-5,-5,-4,-15,-3,-10
1014547752445,49,2,-2,1,-4,-41,3,0
1014547773454,2,6,0,-2,6,50,-3,15
1014547773454,127,6,2,3,0,-33,3,-42
1014547774913,-15,2,-1,-1,4,41,-1,41
1014547774913,41,-6,-1,1,11,3,-3,-1
1014547786955,-16,-4,1,4,18,-32,-6,-12
1014547786955,63,13,2,-4,-56,16,3,17
1014547795950,7,1,0,-1,-1,24,19,-12
1014547795950,-74,-2,-3,-1,-2,0,-7,-11
1014547810989,-6,0,0,1,7,5,15,-9
1014547810989,13,-1,2,2,10,78,-5,22
1014547812409,26,13,6,7,60,-83,11,13
1014547812409,-86,-20,-12,-14,15,-33,-40,-35
1014547833432,-44,-11,-5,-5,4,12,-3,-11
1014547833432,48,16,8,9,7,75,19,-10
1014547834884,-83,-9,-5,-9,-47,-63,-23,-1
1014547834884,88,12,7,9,72,74,8,30
1014547846980,36,-1,2,2,-33,-46,13,-45
1014547846980,23,-22,-14,-11,11,-48,-20,9
1014547855942,15,12,9,12,22,52,0,22
1014547855942,-12,-27,-7,-12,-72,20,32,-59
1014547870825,-75,-29,-10,-4,13,-17,2,-22
1014547870825,51,21,4,4,-5,59,15,63
1014547872439,-49,11,2,0,11,-17,3,-78
1014547872439,6,-31,-17,-16,-35,-70,-10,8
1014547893305,127,33,12,11,32,35,-11,32
1014547893305,-1,-11,-2,-4,-26,-71,21,15
1014547894888,-16,-25,-9,1,98,23,-42,2
1014547894888,82,24,5,-3,-71,-16,21,-49
1014547906947,-26,33,9,4,15,33,14,45
1014547906947,-57,-21,-11,-11,-37,-97,-55,-67
1014547915936,85,23,4,-6,-96,12,10,25
1014547915936,0,-6,-1,2,20,-64,1,5
1014547932220,-54,11,1,-1,3,79,-1,20
1014547932220,-14,33,10,8,21,-71,-36,-22
1014547933851,4,-65,-20,-16,-9,-4,31,-36
1014547933851,41,38,5,7,8,5,-39,-33
1014547953334,-16,-36,-4,-6,-41,6,1,-56
1014547953334,-85,13,2,8,38,55,14,7
1014547954895,62,25,10,7,25,9,6,-9
1014547954895,-34,-10,-3,0,-19,2,10,47
1014547967003,127,62,15,13,61,-10,29,36
1014547967003,-92,-90,-26,-17,96,49,-42,-49
1014547975928,127,34,12,8,-68,-53,33,93
1014547975928,46,19,13,7,-19,24,5,45
1014547990797,-92,-30,-22,-22,-10,-54,-18,-56
1014547990797,38,-37,-10,1,61,58,24,10
1014547992356,-84,0,-2,0,-40,69,11,20
1014547992356,127,50,15,5,9,29,33,17
1014548013320,18,23,8,11,52,19,-34,94
1014548013320,127,-73,-24,-22,-107,-74,-16,-47
1014548014911,15,18,9,14,97,106,28,56
1014548014911,0,0,-9,-1,78,-83,-33,-3
1014548035761,100,-43,-25,-25,-92,-29,-22,-78
1014548035761,28,81,29,18,81,72,56,11
1014548037371,-47,0,-1,-1,11,-53,-34,-1
1014548037371,-28,-39,-3,2,97,-34,-27,-57
1014548050976,-19,-64,-6,2,-29,-66,6,-17
1014548050976,-108,28,-1,-3,60,22,20,41
1014548052489,78,-43,-11,-11,-43,0,-14,-115
1014548052489,-77,5,2,3,16,42,6,6
1014548072121,37,-4,-4,-3,1,0,0,27
1014548072121,127,74,25,12,-69,-35,32,59
1014548080956,-54,-36,-9,-5,-42,-10,-14,107
1014548080956,6,-12,-11,-12,-36,-68,-11,-48
1014548096062,-5,1,5,2,58,-18,-29,20
1014548096062,127,25,1,-3,-35,3,-11,-33
1014548097468,-46,-4,-12,-13,22,-14,-16,-68
1014548097468,42,-30,-7,-4,9,52,-1,24
1014548118486,-1,15,4,6,-33,-5,13,-15
1014548118486,1,47,21,15,42,39,24,-7
1014548119977,-84,-9,-7,-8,1,-76,-15,-28
1014548119977,67,-71,-20,-14,-43,37,-38,-52
1014548132108,4,20,5,3,19,-38,28,0
1014548132108,23,54,26,6,-39,-3,9,-78
1014548140971,76,-29,-9,-3,-41,31,41,49
1014548140971,-28,-5,-3,-2,-5,37,18,-60
1014548155955,-36,21,4,0,-15,7,3,15
1014548155955,-36,-88,-32,-15,-46,-98,-31,-10
1014548157414,60,107,37,23,127,55,9,-33
1014548157414,-106,-61,-27,-25,-97,-3,-29,-10
1014548178431,75,-7,-1,2,72,13,4,-30
1014548178431,35,3,-2,-4,46,-2,-5,45
1014548179893,-60,-19,0,13,75,12,-3,-26
1014548179893,70,52,12,10,7,23,1,74
1014548192036,-76,23,9,7,-7,20,-7,32
1014548192036,36,-28,-9,1,76,75,6,6
1014548200944,81,-8,-3,-3,71,11,5,-32
1014548200944,1,5,1,4,2,11,-5,28
1014548215885,84,5,3,2,47,-108,1,4
1014548215885,-31,8,6,-2,16,14,14,4
1014548217456,25,43,9,5,7,87,-35,26
1014548217456,39,-65,-23,-7,31,-59,7,2
1014548238348,-51,12,-2,4,26,39,1,-113
1014548238348,-85,-16,6,13,-2,32,3,38
1014548239915,85,12,10,-11,-36,-39,14,3
1014548239915,-50,33,9,1,-18,-4,14,60
1014548252133,-31,10,-5,-2,-24,-22,-4,-16
1014548252133,-46,2,-6,-8,-37,-51,-27,-10
1014548260939,-80,-69,-18,-9,-62,-17,-9,-71
1014548260939,51,55,25,13,-19,88,22,57
1014548275988,96,4,0,-6,37,-5,-6,3
1014548275988,-16,-27,-13,-3,22,5,9,-24
1014548277421,-128,-24,-4,-2,45,-2,-4,-24
1014548277421,71,62,20,22,63,2,24,43
1014548298467,-26,-49,-18,-20,-126,60,-38,55
1014548298467,3,5,-7,-2,-65,-98,12,-5
1014548299939,67,27,1,-9,28,-51,-7,10
1014548299939,-36,-24,-3,4,30,-18,-17,-2
1014548312138,-84,-60,-11,-5,-2,34,11,-43
1014548312138,68,46,10,-6,-66,-31,-16,73
1014548320928,55,30,5,15,2,1,-18,97
1014548320928,0,-24,-5,-4,13,41,1,-87
1014548335006,46,42,8,9,84,22,30,10
1014548335006,-15,-24,6,3,-14,63,-24,56
1014548343515,60,-11,-5,-12,-67,-35,-8,39
1014548343515,-43,4,-9,-14,-89,-26,-3,-46
1014548358432,28,30,13,15,28,36,-4,57
1014548358432,-34,-71,-14,-3,54,-34,0,-19
1014548359912,55,19,7,-6,-54,15,-8,-40
1014548359912,67,9,-6,-1,83,11,19,-7
1014548372100,-49,-64,-9,-1,-29,-2,-8,-30
1014548372100,94,75,23,12,7,69,4,21
1014548380924,-70,-21,-2,6,32,4,-10,27
1014548380924,-26,-7,-10,-7,65,-24,15,20
1014548395853,60,9,6,20,14,31,-8,97
1014548395853,54,12,0,-10,-14,38,-31,-33
1014548397487,-63,-18,-7,-5,3,-65,11,-30
1014548397487,-2,1,3,3,-8,-25,15,1
1014548418323,56,-30,-9,-16,-12,67,13,-37
1014548418323,-75,15,0,19,96,0,-5,-13
1014548419930,15,-22,-9,-13,-90,-68,9,-10
1014548419930,-76,6,9,2,41,75,2,-5
1014548432120,-21,10,-6,-16,-22,-64,5,-65
1014548432120,-127,-15,-2,9,16,-32,-13,-22
1014548440937,126,-39,-13,-7,17,14,0,-7
1014548440937,28,35,12,9,-31,4,-8,9
1014548455906,22,-14,-6,-16,-58,-68,17,-35
1014548455906,-19,13,-1,6,103,27,20,-63
1014548457447,44,15,-5,2,-18,-39,4,-59
1014548457447,68,-60,-11,-13,-14,-3,-14,-20
1014548478452,95,47,14,5,12,61,3,80
1014548478452,36,3,-2,-5,-69,-42,12,-35
1014548479954,7,51,14,6,28,-3,-19,92
1014548479954,-11,-49,-20,-3,16,-3,-9,-12
1014548492571,50,15,5,0,-39,-30,-1,3
1014548492571,-82,-21,-7,-3,57,2,3,9
1014548500967,-4,-15,7,6,31,113,34,-32
1014548500967,26,45,9,-5,2,-119,-24,-1
1014548515966,-97,-3,-4,9,-26,5,-9,-40
1014548515966,23,-15,-5,-1,-27,51,6,17
1014548517464,-10,-11,-1,-9,-28,-4,16,0
1014548517464,-17,-8,0,4,37,44,4,87
1014548538963,-26,-6,-3,-7,-21,-59,15,-38
1014548538963,-13,-11,-8,-3,-67,-42,-9,-27
1014548540438,-10,11,-4,1,11,-33,-15,-1
1014548540438,127,4,11,17,33,39,27,46
1014548560962,-2,-8,-3,-8,21,14,-17,-48
1014548560962,24,-16,-8,-20,-106,-39,-9,-6
1014548562421,-54,1,1,0,-49,-10,3,-18
1014548562421,-22,22,11,18,67,-42,11,-13
1014548575345,-112,-18,-1,-19,-76,34,-10,-7
1014548575345,41,2,-1,-6,68,-46,4,-52
1014548582037,-44,-28,-20,-14,0,14,-25,-59
1014548582037,-73,-3,0,-7,5,45,-6,36
1014548598444,-32,4,-3,11,39,21,21,-17
1014548598444,96,1,-5,-6,-51,14,6,23
1014548599948,-27,1,10,6,15,2,-23,0
1014548599948,60,28,-2,-2,18,24,3,-4
1014548620973,81,-14,0,3,54,-12,-22,16
1014548620973,-22,16,-3,7,105,10,40,24
1014548622422,45,-22,-6,10,-11,-30,-22,-76
1014548622422,46,20,5,-12,-91,-6,-10,47
1014548635958,-45,54,19,7,39,24,-3,33
1014548635958,-92,-70,-24,-11,23,44,-20,-25
1014548637440,47,59,21,7,-40,16,18,44
1014548637440,-54,18,20,18,-19,-54,1,-5
1014548658488,71,26,-3,-3,-58,29,3,49
1014548658488,49,-43,-6,-3,6,-8,-17,95
1014548660013,95,53,16,16,74,69,-3,-13
1014548660013,13,-62,-26,-31,72,22,-31,-72
1014548680893,127,31,-2,4,-9,-20,13,85
1014548680893,-49,-83,-31,-19,-13,11,-7,-44
1014548682427,86,-57,-15,-1,107,96,45,-39
1014548682427,36,86,28,14,-61,17,7,87
1014548695350,-71,-2,6,3,44,-1,-9,-96
1014548695350,116,6,4,13,19,-24,-9,38
1014548702005,-69,27,2,-1,64,47,2,5
1014548702005,-106,-52,-20,13,4,56,20,-23
1014548718480,54,31,17,4,67,-20,19,33
1014548718480,-61,-36,4,-2,30,-1,-12,32
1014548719914,52,30,4,5,-31,-51,-17,-3
1014548719914,-20,2,1,-4,17,13,7,-14
1014548740969,65,-22,-18,2,24,11,-10,17
1014548740969,88,37,13,16,11,67,31,61
1014548742489,2,-46,-27,-30,-77,-94,-21,-44
1014548742489,101,45,10,0,-8,-11,25,-89
1014548755329,-11,-34,-6,3,-49,-7,-25,-5
1014548755329,-30,46,9,2,13,6,8,-36
1014548762084,-27,-63,-7,4,44,-25,1,2
1014548762084,74,38,7,10,87,12,2,-20
1014548778456,-96,-43,-9,-35,-26,17,-8,-30
1014548778456,70,84,28,30,-72,-39,-1,-19
1014548779938,14,-44,-15,4,49,-10,-5,17
1014548779938,22,-10,-4,-11,-36,7,4,-40
1014548800969,35,20,8,-2,-8,-10,10,-14
1014548800969,-126,-30,-12,-11,79,1,-11,-73
1014548802532,91,77,22,21,-24,83,21,49
1014548802532,9,-88,-27,-7,0,-65,-12,28
1014548815306,97,-32,-11,-17,-80,-36,-21,-40
1014548815306,-1,11,3,7,33,19,-6,8
1014548822172,14,22,10,0,-39,-8,11,65
1014548822172,-82,-29,-12,-16,-3,-8,-29,42
1014548838448,-78,2,-1,10,24,80,1,31
1014548838448,127,-16,-10,-17,40,-36,2,-5
1014548839969,-62,-9,-4,-14,-53,-4,5,8
1014548839969,106,28,14,9,-68,15,-6,59
1014548861003,50,20,8,22,90,33,0,105
1014548861003,-66,-33,-3,-11,-85,-8,-19,-63
1014548862423,7,7,-8,-9,-25,20,5,-32
1014548862423,124,46,15,-11,-94,-38,9,-48
1014548875334,-38,-5,3,5,-37,-38,15,-8
1014548875334,91,10,-2,1,-75,-48,-9,18
1014548882132,-36,14,5,-7,-53,-59,-13,68
1014548882132,-114,-38,-17,-9,-66,-9,-51,-81
1014548898457,60,20,1,7,50,-2,17,-1
1014548898457,-46,-42,-18,-26,-117,-65,-3,-45
1014548899972,-17,-23,6,-1,8,-4,12,-40
1014548899972,-29,40,-1,10,62,19,6,98
1014548920958,16,-49,5,6,5,27,-2,-52
1014548920958,-18,64,9,1,1,40,33,39
1014548922436,61,8,-3,-2,35,-50,-43,-21
1014548922436,-117,-44,-13,-7,-22,-16,25,-32
1014548935292,88,24,4,13,75,-3,-17,41
1014548935292,11,28,20,10,18,59,1,13
1014548942126,83,-19,-14,-8,-39,-40,3,43
1014548942126,-58,22,7,5,88,42,4,9
1014548958444,21,8,-13,-20,18,-38,1,-15
1014548958444,32,-31,-3,2,-10,6,-7,11
1014548959962,-100,26,10,-5,19,24,0,-71
1014548959962,32,-10,2,11,39,11,12,7
1014548980920,44,-19,-12,2,45,-11,9,1
1014548980920,-50,12,3,-12,-53,17,22,-40
1014548982453,37,-15,-8,1,55,27,-6,55
1014548982453,-18,20,5,6,50,14,19,-28
1014548995323,49,-16,-2,-9,44,-36,-22,-25
1014548995323,20,11,1,3,47,9,6,-10
1014549002015,93,70,18,14,14,32,23,4
1014549002015,34,-71,-34,-18,83,-68,-22,-25
1014549018447,-127,-15,2,-4,-79,12,1,5
1014549018447,41,36,11,13,71,31,-14,-51
1014549019989,-34,-2,-2,3,-59,-2,11,12
1014549019989,59,30,18,7,28,29,-1,14
1014549040987,-64,-18,-10,-4,-53,-63,-9,10
1014549040987,42,-16,-5,7,81,38,8,23
1014549042591,-79,14,7,-14,-35,-17,-9,-41
1014549042591,113,-35,-14,-9,-34,-27,-5,-45
1014549054540,68,24,5,0,-104,-24,8,14
1014549054540,-59,-15,0,2,-62,-12,1,13
1014549063552,98,-11,-2,-3,46,14,12,27
1014549063552,6,63,19,15,-57,29,-1,-3
1014549078478,5,-3,-1,0,-8,-61,4,-103
1014549078478,-49,-56,-19,-12,-14,-19,-12,-41
1014549079931,52,-19,-14,-11,-47,-25,-14,-53
1014549079931,43,5,9,-1,-33,-4,-2,19
1014549101073,26,20,5,10,112,-8,-11,31
1014549101073,-10,18,7,-17,-70,-28,6,57
1014549102533,-1,-31,-9,15,88,-25,-9,-54
1014549102533,72,21,6,0,-9,17,1,-5
1014549114613,-86,-64,-16,-9,-7,42,-8,-18
1014549114613,127,35,7,3,9,-1,10,56
1014549123517,-18,11,9,7,26,-29,5,15
1014549123517,-37,-37,-6,-2,34,-18,1,-21
1014549138435,-1,38,0,-4,-33,39,4,43
1014549138435,52,-12,-9,6,37,4,-2,40
1014549139950,-119,-17,2,4,53,31,-7,22
1014549139950,-72,-7,-5,-4,-35,-11,-13,56
1014549160958,29,4,-2,-7,11,22,12,-39
1014549160958,62,11,14,15,35,-14,-7,-16
1014549162471,-17,-19,-14,-10,10,24,-5,-28
1014549162471,-13,-19,-7,-5,18,-18,-12,-25
1014549174727,26,15,6,0,-12,16,8,39
1014549174727,19,14,-1,8,11,5,-1,27
1014549183518,42,0,8,0,-15,7,-3,-5
1014549183518,42,21,9,7,49,27,9,-9
1014549198519,9,-3,-5,-5,95,7,-12,-5
1014549198519,-63,-20,-4,-1,-2,-34,-15,-32
1014549199956,-46,1,-5,-1,9,22,3,4
1014549199956,11,-1,-2,-4,-9,-8,10,-9
1014549220991,-3,16,5,11,26,17,7,7
1014549220991,-18,-5,-4,-6,9,6,-4,-5
1014549222438,-66,1,1,1,1,-2,2,19
1014549222438,-20,9,3,2,-21,13,5,10
1014549234749,-60,-10,-3,0,-25,-10,-10,-12
1014549234749,-72,6,2,-1,4,-2,-1,-2
1014549243453,-95,0,-5,-1,-20,-6,0,-6
1014549243453,-128,-7,-1,0,-11,-2,0,-13
1014549258466,-67,-4,-1,-2,-15,-8,3,-4
1014549258466,12,4,0,-2,9,0,-2,-9
1014549259939,113,-1,0,2,13,2,0,-2
1014549259939,124,-7,-2,2,-12,0,2,2
1014549280866,116,6,4,5,1,0,-2,9
1014549280866,127,6,3,-1,7,9,-1,8
1014549282540,119,-12,-4,-2,-9,-6,-3,-2
1014549282540,127,-11,-2,1,-7,0,2,13
1014549294715,124,-8,-3,-7,-13,1,-2,10
1014549294715,113,18,5,11,10,0,1,6
1014549303583,-59,-12,-4,-7,-4,-4,-4,-14
1014549303583,-128,-1,-2,-1,-6,-3,0,-8
1014549318438,-128,1,2,0,4,0,3,-4
1014549318438,-128,-3,-5,-4,-1,-1,2,3
1014549319931,-108,0,-3,0,-3,-3,6,23
1014549319931,-114,3,-1,-2,-7,2,5,17
1014549341048,-100,-10,-5,-1,-9,-5,-2,9
1014549341048,-116,5,-2,-7,-2,1,5,1
1014549342573,-57,-9,2,0,-8,-2,3,3
1014549342573,-34,1,-3,-7,-8,-1,4,-2
1014549354616,-7,-2,-1,1,-8,-2,4,-3
1014549354616,-29,-4,-2,-4,-4,-1,1,-27
1014549363508,-11,1,0,-1,-1,1,3,-46
1014549363508,23,0,-2,2,-7,1,-1,-67
1014549377714,12,18,2,2,-4,0,1,-94
1014549377714,1,-9,0,-4,-4,2,0,-61
1014549384682,-4,-15,-5,-2,-5,1,-1,-16
1014549384682,-10,4,0,2,-5,1,1,29
1014549400963,-21,-1,-1,3,-3,-1,-3,54
1014549400963,7,21,-3,3,3,0,-2,51
1014549402451,14,2,17,7,-1,0,-6,36
1014549402451,-34,-99,-27,-12,-4,0,-3,16
1014549414733,-27,-8,-4,-2,-2,0,2,22
1014549414733,-32,-11,-8,-5,-4,-1,3,17
1014549423537,-39,25,-3,-1,-5,0,4,16
1014549423537,-37,40,8,2,-5,-1,1,7
1014549438442,-76,-8,5,3,-4,-1,2,3
1014549438442,-88,-42,-12,-9,-5,0,1,3
1014549439988,-76,8,-6,-3,-7,0,5,2
1014549439988,-65,18,5,-1,-7,0,3,-4
1014549460996,-48,2,-4,0,-6,2,0,0
1014549460996,-27,17,10,1,-3,2,-1,-1
1014549462562,-14,2,0,8,1,1,-5,-8
1014549462562,9,0,4,2,2,2,-3,-9
1014549483435,19,7,5,2,3,1,-6,-7
1014549483435,17,1,1,4,3,3,-7,-10
1014549484937,18,-9,0,0,4,0,-7,-11
1014549484937,31,19,6,5,5,-2,-7,-9
1014549497835,27,2,0,3,6,0,-7,-10
1014549497835,19,3,7,4,7,0,-8,-11
1014549504644,16,-12,-3,2,7,-2,-6,-8
1014549504644,27,12,2,6,8,0,-3,-8
1014549521013,14,-3,7,0,8,-1,-5,-7
1014549521013,12,6,0,2,7,0,-6,-7
1014549522575,24,25,4,2,8,-1,-7,-6
1014549522575,24,44,5,4,8,-1,-6,-7
1014549543463,13,-47,2,3,9,-1,-5,-8
1014549543463,13,80,11,4,8,-3,-6,-7
1014549544983,15,-43,-3,-4,7,-1,-1,-4
1014549544983,-2,-23,-1,-1,4,-4,0,-3
1014549557744,9,13,-6,-4,0,-5,1,1
1014549557744,6,-8,0,-3,2,-4,1,3
1014549564711,13,39,3,-4,-2,-4,0,2
1014549564711,0,-19,-6,-4,-1,-1,2,1
1014549580966,3,10,-4,-4,0,-3,2,4
1014549580966,-4,-33,-3,-3,-1,-1,2,4
1014549582577,-1,6,-5,-5,-4,-3,4,6
1014549582577,4,-10,-3,-8,-6,-4,5,10
1014549603488,-6,-1,-6,-8,-8,-2,8,10
1014549603488,-3,-11,-8,-6,-10,-3,9,10
1014549604945,-7,-8,-3,-4,-7,0,6,9
1014549604945,-3,1,-1,-1,-8,1,3,6
1014549617074,1,7,0,-1,-7,1,2,5
1014549617074,3,8,-4,-2,-7,1,-1,1
1014549625989,-4,-16,2,2,-3,2,-1,-3
1014549625989,-11,-7,2,0,0,3,-5,-6
1014549640985,4,-2,-1,3,-1,0,-4,-5
1014549640985,-4,-19,0,3,2,1,-5,-5
1014549642431,4,13,1,4,2,0,-6,-5
